,Unnamed: 0,content,score,thumbsUpCount,Application,spam
4503,4503,không tải nổi tin nhắn để đọc,1,138,Messenger,clean
4504,4504,lỗi qài,1,0,Messenger,clean
4505,4505,ních suốt ngày bị hạn chế tn .,1,0,Messenger,clean
4507,4507,hay bị khoá mõm,3,0,Messenger,clean
4508,4508,sao messenger lỗi kh vào đc vậy,1,1,Messenger,clean
4510,4510,nt ko qua gửi voice thì bị lỗi,1,0,Messenger,clean
4512,4512,lag lỗi nt không qua,1,0,Messenger,clean
4513,4513,mess bị lỗi tùm lum hết trơn à,1,2,Messenger,clean
4514,4514,bị lỗi tôi không gọi được video,1,1,Messenger,clean
4515,4515,tải ko di mes,1,0,Messenger,clean
4517,4517,càng ngày càng lỗi,1,1,Messenger,clean
4519,4519,sài rất êm nhưng đôi lúc ko vô đc,4,0,Messenger,clean
4520,4520,tự nhiên ko làm gì hết cái bị nói vi phạm tiêu chuẩn cộng đồng là sao ba,1,0,Messenger,clean
4521,4521,đang xài thì báo vi phạm tiêu chuẩn công đồng,1,0,Messenger,clean
4522,4522,lỗi trạng thái hoạt động,1,1,Messenger,clean
4524,4524,có vi phạm đâu mà không thể gửi được tin nhắn,1,2,Messenger,clean
4526,4526,tốt nhưng nhiều lúc cx sẽ bị lỗi,4,0,Messenger,clean
4528,4528,ok duoc dai ban,4,1,Messenger,clean
4531,4531,hình ảnh ko sắt nét,2,1,Messenger,clean
4539,4539,lỗi kh gửi tn dc,1,0,Messenger,clean
4541,4541,hay nm hơi hay lỗi,4,2,Messenger,clean
4542,4542,đang nhắn tự nhiên mất hoặc đứng màn hình mong nhà phát hành sửa lỗi đi ạ,1,0,Messenger,clean
4546,4546,yêu cầu xem xét lại lỗi không gọi messenger được cho một vài người bị báo lỗi không gọi được,1,0,Messenger,clean
4547,4547,không gọi đc là sao,2,0,Messenger,clean
4557,4557,mess lỗi nhiều vc,1,0,Messenger,clean
4562,4562,k chập nhật được,1,0,Messenger,clean
4566,4566,vừa kb định ib cái nó hiện đã bị block mong khắc phục sớm,1,0,Messenger,clean
4567,4567,quá tệ cả ngày không ai nhắn,1,8,Messenger,clean
4570,4570,lối hoạt động không đều,3,0,Messenger,clean
4572,4572,lỗi ngu ko vào đc nhóm,1,0,Messenger,clean
4573,4573,lỗi nhiều liên tục,4,1,Messenger,clean
4574,4574,icon ko có rồng vàng,1,1,Messenger,clean
4575,4575,lỗi ko chat đc vs ng khác,1,0,Messenger,clean
4577,4577,sao tại kh đc,2,0,Messenger,clean
4579,4579,mess này xóa gần mấy chục lần rồi bực mình quá toàn vấn đề ko,1,0,Messenger,clean
4582,4582,lỗi nt kh gử đc,1,1,Messenger,clean
4587,4587,sao kh nt đc,2,1,Messenger,clean
4589,4589,liên kết vs meta môta cx sập thôi lỗi miết,1,0,Messenger,clean
4591,4591,không lên trạng thái hoạt động gì hết thu hồi không đc cái gì cũng không,1,0,Messenger,clean
4592,4592,bị cấm nhắn tin và quá lag,1,0,Messenger,clean
4594,4594,cũng có nhìu lúc bị lỗi,3,0,Messenger,clean
4595,4595,tôi nhắn được nhưng tôi ít dùng hơn,5,0,Messenger,clean
4596,4596,gửi tin nhắn mà cr không rep ứng dụng đúng tệ,1,0,Messenger,clean
4597,4597,sao ko thông báo z,2,0,Messenger,clean
4603,4603,sao giờ gọi video lại không có bật flash màng hình được nữa vậy .,5,1,Messenger,clean
4605,4605,ko có ai nt,1,0,Messenger,clean
4606,4606,toẹt zời,5,0,Messenger,clean
4608,4608,quá lỗi tệ,1,1,Messenger,clean
4609,4609,ko gọi đc cho ng kia,1,0,Messenger,clean
4610,4610,dung tốt,5,1,Messenger,clean
4611,4611,lỗi kh nhắn dc roi,1,0,Messenger,clean
4612,4612,lỗi liên tục chê,1,0,Messenger,clean
4614,4614,bong bóng của messenger bị lỗi rồi,1,0,Messenger,clean
4617,4617,lâu lâu cứ bị lỗi,2,1,Messenger,clean
4618,4618,đôi lúc đang chs mess nt nói toàn bị lỗi,1,1,Messenger,clean
4620,4620,không đăng nhập được mess,1,0,Messenger,clean
4621,4621,lg lỗi tiếng,1,0,Messenger,clean
4623,4623,ứng dụng rất tuyệt lên cho 1,1,0,Messenger,clean
4624,4624,tãi hoài ko đc,3,0,Messenger,clean
4625,4625,phạm vuong,5,1,Messenger,clean
4626,4626,ko gọi được,1,1,Messenger,clean
4627,4627,k thể bật cam,1,1,Messenger,clean
4628,4628,ko tải đc còn lang,1,0,Messenger,clean
4629,4629,lỗ không gửi được tin nhắn,1,0,Messenger,clean
4630,4630,lỗi gửi tin nhắn hoài mệt,1,0,Messenger,clean
4631,4631,ứng dụng cũng rất tốt nhưng tải hơi lâu nha,4,0,Messenger,clean
4633,4633,đủ thứ lỗi phải xóa đi tải lại nhiều lần,1,1,Messenger,clean
4634,4634,phiên bản mới không đổi biệt danh được,1,0,Messenger,clean
4635,4635,chia sẻ màng hình lỗi,1,1,Messenger,clean
4637,4637,bị lỗi người khác không nhắn được,2,0,Messenger,clean
4638,4638,tải rất nhiều lần nhưng không được,1,0,Messenger,clean
4640,4640,hok nhắn được alo,1,0,Messenger,clean
4641,4641,lag thậm tệ luôn,1,1,Messenger,clean
4642,4642,sao mà hay bị lỗi quá khắc phục lỗi đi ạ,1,1,Messenger,clean
4643,4643,ko hiểu sao mà lỗi nhiều vãi làm mất cái kia nữa nha,1,0,Messenger,clean
4645,4645,cũng đc nm ko chuyển đc tài khoản,5,1,Messenger,clean
4647,4647,cx đc mà lâu hay bị vang ra,4,0,Messenger,clean
4649,4649,lỗi triền miêng,1,0,Messenger,clean
4651,4651,hay bị lỗi mật khẩu,3,2,Messenger,clean
4653,4653,sau nhấn tin không được,1,9,Messenger,clean
4656,4656,nguyên xuân uy,5,0,Messenger,clean
4657,4657,không gọi được .,1,1,Messenger,clean
4659,4659,vừa kết bạn thì ko nhắn đc,5,1,Messenger,clean
4661,4661,gọi điện không dùng đc phiêu tơ còn hay bi lag,1,0,Messenger,clean
4666,4666,lỗi kh sửa,1,0,Messenger,clean
4667,4667,lỗi quài luôn xoá tải lại thì ko cập nhật được,1,0,Messenger,clean
4669,4669,chê lag với không tải được chán chê,1,0,Messenger,clean
4670,4670,lỗi vs lag nh quá,1,0,Messenger,clean
4672,4672,máy bình thường mà ko tải đc quá tệ,5,1,Messenger,clean
4673,4673,lỗi và lag nhiều quá,1,2,Messenger,clean
4674,4674,đề nghị message bị lỗi,1,0,Messenger,clean
4675,4675,lỗi ko thấy ai online,1,0,Messenger,clean
4676,4676,xem lại tin nhắn cũ ko đc quá lỗi,1,0,Messenger,clean
4678,4678,lỗi gỉ nhiều v,1,0,Messenger,clean
4681,4681,lỗi quá lỗi,2,1,Messenger,clean
4683,4683,lỗi nhiều quá chậm lag,1,1,Messenger,clean
4684,4684,hay ho phết,5,1,Messenger,clean
4686,4686,không hiện thông báo lên màn hình,5,4,Messenger,clean
4691,4691,tôi không chia sẽ màn hình đc cứ bị lỗi,1,1,Messenger,clean
4692,4692,lỗi ko tải dc,1,0,Messenger,clean
4695,4695,tại sao vào hg đc,2,4,Messenger,clean
4696,4696,lo mà pick lỗi đi trời,1,0,Messenger,clean
4699,4699,má ko thu hồi đc tin nhắn,1,1,Messenger,clean
4700,4700,mắ tự nhiên bj mất tài khoản,1,1,Messenger,clean
4702,4702,tính năng thì ít lỗi thì nhiều,1,0,Messenger,clean
4704,4704,sao kh tải đc .,1,0,Messenger,clean
4705,4705,nhập mật mã mà nó nói là không chính xác đồ má,1,0,Messenger,clean
4707,4707,bị lỗi đăng xuất không được ạ,1,0,Messenger,clean
4710,4710,tự nhiên vô mess ko đc,1,0,Messenger,clean
4713,4713,lỗi ko đăng nhập đc,1,0,Messenger,clean
4714,4714,lag lỗi liên tục,1,0,Messenger,clean
4715,4715,đăng nhâp ko đuoc cú bảo ls lỗi ko đăng nhập được,1,0,Messenger,clean
4716,4716,đăng nhập hoài ko đc,1,0,Messenger,clean
4718,4718,ứng dụng quá tệ tải về chả ai nhắn tin,1,1,Messenger,clean
4721,4721,l mess lỗi hoài,1,0,Messenger,clean
4722,4722,tốt mà hơi bị lỗi tí,5,1,Messenger,clean
4723,4723,không nghe chuông thông báo trong khi đã cho phép hết toàn bộ,3,2,Messenger,clean
4724,4724,lỗi và lỗi nhắn cx ko qua,1,1,Messenger,clean
4725,4725,chia sẻ màng hình kh có tiếng nhiều lúc tháy bực,3,0,Messenger,clean
4728,4728,thường xuyên bị lỗi luôn á,1,0,Messenger,clean
4729,4729,cài đặt ko đc xóa ứng dụng hết cũng ko cài đặt đc,1,0,Messenger,clean
4733,4733,gọi video dùng ft thì nó đen sì khong dùng đuoc khắc phục nhanh,4,0,Messenger,clean
4734,4734,kh vào đc,1,1,Messenger,clean
4735,4735,kh vào đc messenger bị lỗi kh vào đc,1,1,Messenger,clean
4736,4736,đôi lúc còn bị lỗi,3,0,Messenger,clean
4737,4737,messenger rất rất nhiều lỗi,1,2,Messenger,clean
4738,4738,messenger lỗi,1,1,Messenger,clean
4740,4740,thường xuyên xảy ra lỗi không gửi đươc tin nhắn và ảnh,3,2,Messenger,clean
4741,4741,toẹt dời,5,0,Messenger,clean
4742,4742,cứ bị lỗi không gửi được tin với ảnh miết,1,0,Messenger,clean
4745,4745,tu hà văn bản bắc sơn,5,0,Messenger,clean
4747,4747,mn ơi những gì mà mn bị sao thì do đt của mn chứ phải message bị sao đâu message dùng rất tốt nhé,5,1,Messenger,clean
4749,4749,game có code ae vô chô nha,5,1,Messenger,clean
4751,4751,bị lỗi kết bạn rồi mà không nhắn tin được,1,0,Messenger,clean
4752,4752,rất lag nhiêif lúc chuyển tài khoản không được thực sự đang rất là dở,1,0,Messenger,clean
4754,4754,messenger của tôi hay lỗi quá,1,1,Messenger,clean
4755,4755,bỏ chặn hok đc là sao,1,0,Messenger,clean
4756,4756,ứng dụng thường xuyên lag không gửi được tin nhắn,1,0,Messenger,clean
4757,4757,riết tệ quá,2,0,Messenger,clean
4758,4758,cái này dùng cũng đc,5,0,Messenger,clean
4759,4759,ko tải đc mes lỗi liên tục,1,0,Messenger,clean
4760,4760,mes bị lỗi gửi tin nhắn ko đc,1,1,Messenger,clean
4761,4761,ko tải đc luôn cứ tải gần song thì mất chịu,1,0,Messenger,clean
4762,4762,quá chậm lắc,1,0,Messenger,clean
4764,4764,tải đi tải lại ko cài đc ứng dụng,1,0,Messenger,clean
4766,4766,mess quăng đc r,1,0,Messenger,clean
4767,4767,lỗi nặng ạ,1,1,Messenger,clean
4768,4768,lỗi xoá tải lại bị mắc tiếng,1,1,Messenger,clean
4769,4769,thường xuyên lỗi về tin nhắn,1,1,Messenger,clean
4770,4770,bị lỗi không chia sẻ màn hình được lâu rồi mà không khắc phục,1,14,Messenger,clean
4773,4773,mess lỗi hay đăng nhập không được,1,0,Messenger,clean
4774,4774,quá tệ vào ko gọi được,1,0,Messenger,clean
4775,4775,dạo này bị nhiều lỗi quá thu nhỏ cuộc gọi thì tự động tắt cam rồi đăng xuất ra đăng nhập lại không được .,1,1,Messenger,clean
4777,4777,tìm kiếm từ khoá trong cuộc trò chuyện toàn bị lỗi,1,3,Messenger,clean
4778,4778,lag ko gửi đc tin nhắn,1,0,Messenger,clean
4782,4782,tắt hoạt động rồi mà vẫn hiện online,1,1,Messenger,clean
4783,4783,nay mess hay lỗi và lag cực,1,21,Messenger,clean
4787,4787,thét nt ht đc lun á,1,1,Messenger,clean
4788,4788,dạo này lỗi hơi nhiều nha má,2,1,Messenger,clean
4791,4791,kh cập nhật được kh gửi tin nhắn được luon,1,1,Messenger,clean
4792,4792,ko tải được,1,0,Messenger,clean
4793,4793,khong hien mang hinh chinh,1,1,Messenger,clean
4794,4794,cứ lỗi gửi ảnh chả duoc .,1,7,Messenger,clean
4796,4796,lỗi avatar trắng,1,1,Messenger,clean
4797,4797,toi rat thich,5,1,Messenger,clean
4799,4799,ủa ko tải đc,1,0,Messenger,clean
4800,4800,tải đc mà ko đăng nhập để là sao,2,0,Messenger,clean
4803,4803,mạng ổn định nhưng ko tải đc tin nhắn,1,2,Messenger,clean
4804,4804,ứng dụng này dùng mình cảm thấy rất vui,5,1,Messenger,clean
4806,4806,ứng dụng sài mấy ngày gặp lỗi hoài lun chán,1,1,Messenger,clean
4807,4807,gưi video bi giam chât lương,1,0,Messenger,clean
4808,4808,cập nhật thì cập nhật quài mà vẫn còn một đống lỗi,1,1,Messenger,clean
4811,4811,tải ko đc mong coi lại,1,0,Messenger,clean
4813,4813,không hiện nhóm chát trong ứng dụng luôn,1,1,Messenger,clean
4814,4814,dùng lâu bị lắc phải tải lại mới dùng được,4,0,Messenger,clean
4815,4815,sao hok hiện ra bong bóng chát vay,2,1,Messenger,clean
4816,4816,mess lỏ quá lỗi hoài tn gửi nằm này năm kia mới qua,1,3,Messenger,clean
4818,4818,messge bi lỗi rùi mong cải tiến lại nó chỉ nghe reo rồi ko thấy nguoi gọi rồi ko gỡ được,3,21,Messenger,clean
4819,4819,em bị khóa mấy lầm rồi mà ko dải quyết cho em,1,4,Messenger,clean
4820,4820,ứng dụng rất hay .,5,0,Messenger,clean
4822,4822,ko có chỗ chê,5,0,Messenger,clean
4823,4823,điện ồn oki,2,0,Messenger,clean
4825,4825,tải lâu,3,0,Messenger,clean
4827,4827,gọi đc nói ko nghe hay rồ nữa quá là thất vọng,1,0,Messenger,clean
4829,4829,cứ mất hết hiệu ứng,1,1,Messenger,clean
4831,4831,bị lỗi phần filter,4,0,Messenger,clean
4832,4832,chê nha nặng,1,0,Messenger,clean
4833,4833,lỗi túm lum,1,1,Messenger,clean
4834,4834,bị quá nhiều lỗi,1,0,Messenger,clean
4836,4836,vài lúc bị lỗi ko đăng nhập đc,4,0,Messenger,clean
4837,4837,hay mà hơi lag nhưng hg sao,5,0,Messenger,clean
4838,4838,mình tháy sài hơi bị ngon,5,0,Messenger,clean
4839,4839,khi đăng nhập có wi fi đầy đủ nhưng nó vẫn bào lỗi kho cho đăng nhập,1,0,Messenger,clean
4840,4840,lỗi kh vài đc hoài,1,0,Messenger,clean
4841,4841,tính năng điểm danh quá lỏ 1,1,0,Messenger,clean
4842,4842,k tải về đc,1,0,Messenger,clean
4844,4844,ntin hoài kh dc,1,0,Messenger,clean
4845,4845,sao hay bị văn ra,4,9,Messenger,clean
4846,4846,lỗi ko nt đc với bạn bè vừa thêm,1,1,Messenger,clean
4847,4847,lag quá chả nhận được tin nhắn,1,50,Messenger,clean
4850,4850,bị lỗ ko nt đc,1,1,Messenger,clean
4851,4851,ko vô cũng ko cài đặt đc,1,1,Messenger,clean
4852,4852,hay nhưng có lúc lỗi âm thanh,5,0,Messenger,clean
4853,4853,mess lỗi không ib đc,1,2,Messenger,clean
4855,4855,bị lỗi khó chịu vc,3,11,Messenger,clean
4856,4856,má lỗi lắm thế .,1,0,Messenger,clean
4857,4857,tn qua rất chậm,1,2,Messenger,clean
4858,4858,nt cứ lỗi hoài,1,0,Messenger,clean
4859,4859,messenger toàn bị lỗi gọi không nghe được luân ý,1,2,Messenger,clean
4863,4863,cập nhật mất luôn mấy cái icon,1,0,Messenger,clean
4864,4864,lỗi mess hoài vậy,5,2,Messenger,clean
4866,4866,có khi tải về ko vào đc,1,0,Messenger,clean
4867,4867,mess gửi video bị mờ,5,6,Messenger,clean
4868,4868,nhiều lỗi quá,1,0,Messenger,clean
4872,4872,rất là tốt rất hay,5,0,Messenger,clean
4873,4873,bị láng quá quay tròn,1,9,Messenger,clean
4875,4875,ko tải du,1,0,Messenger,clean
4876,4876,đăng nhập ko đc là hơi quạo rùi,1,3,Messenger,clean
4877,4877,0 điểm quá chán,1,0,Messenger,clean
4878,4878,bị lỗi không gửi được tin nhắn,1,13,Messenger,clean
4879,4879,lỗi liên tục không sửa,1,9,Messenger,clean
4880,4880,gọi bị rè trên xiaomi 11t pro,1,2,Messenger,clean
4881,4881,oke nhiều lúc bị gì đó nên lag tí .,4,2,Messenger,clean
4884,4884,tự nhiên kh chập nhật đc,1,0,Messenger,clean
4886,4886,ứng dụng ok nhưng cần thêm tính năng tạo nhạc chờ cho người gọi đến nghe,5,2,Messenger,clean
4887,4887,hoi nhieu loi,4,0,Messenger,clean
4891,4891,xem hình ko đc coi video thì đc nó cứ đen thùi lùi,1,0,Messenger,clean
4892,4892,ko tải đc nản vãi,2,0,Messenger,clean
4896,4896,gửi tin nhắn không đc chán thiệt chứ,1,2,Messenger,clean
4897,4897,cs lúc bị lag giật cou video xog là lag nhưng dùng vẫn ok,4,2,Messenger,clean
4899,4899,tự nhiên ko đăng nhập dcd,1,1,Messenger,clean
4902,4902,lỗi hơi bị nhiều rồi đấy,1,0,Messenger,clean
4903,4903,dùng nhiều lúc lag ơi là lag rất rất lag,1,30,Messenger,clean
4905,4905,sao không cài đặc được máy tính bảng này vậy,5,0,Messenger,clean
4907,4907,tải ko đc v,1,2,Messenger,clean
4908,4908,không cài đặt được ứng dụng mặc dù thiết bị tương thích,1,0,Messenger,clean
4910,4910,tải ko ai nt,1,0,Messenger,clean
4912,4912,ứng dụng rất hay và thú vị,5,0,Messenger,clean
4914,4914,bị lỗi ko nt đc,1,0,Messenger,clean
4918,4918,mess khôg chạy,1,2,Messenger,clean
4920,4920,nt đơ lắm,1,0,Messenger,clean
4921,4921,không thể cài đặt mặc dù được kiểm định máy cài đặt được,3,0,Messenger,clean
4923,4923,hay bị không gửi được tin nhắn,3,17,Messenger,clean
4924,4924,sau nt không đuoc gì hết v,1,11,Messenger,clean
4925,4925,mong sẽ tải được vì rất là hay,5,2,Messenger,clean
4926,4926,bị lỗi hoài,1,0,Messenger,clean
4928,4928,bị lỗi gửi tin nhắn không qua và hay lag tin nhắn,5,2,Messenger,clean
4929,4929,chả vào được,1,0,Messenger,clean
4930,4930,bị lỗi ko gửi ảnh đc,1,0,Messenger,clean
4931,4931,nt không gửi được lỗi nhiều quá,2,10,Messenger,clean
4933,4933,nó cứ bị lỗi hoài không đăng nhập được,1,6,Messenger,clean
4934,4934,cứ bị lỗi mông sữa chữa,1,0,Messenger,clean
4936,4936,lỗi ko thể gửi tin nhắn,1,2,Messenger,clean
4937,4937,gem vui,5,2,Messenger,clean
4938,4938,cực kì lag ạ,1,2,Messenger,clean
4939,4939,bị lỗi hoaig,1,1,Messenger,clean
4940,4940,lỗi mã hoá đầu cuối không tắt được,1,2,Messenger,clean
4941,4941,mess bị lỗi rất nhiều,1,6,Messenger,clean
4943,4943,chơi game vui vẻ,5,1,Messenger,clean
4945,4945,tự nhiên cái bị mã hoá đầu cuối đoạn chat giờ không tắt được tệ,1,3,Messenger,clean
4946,4946,tự nhiên đăng nhập ko đc phải xoá ik tải lại,1,182,Messenger,clean
4947,4947,đeo tai đươc,1,0,Messenger,clean
4949,4949,lỗi nhiều thế tìm từ khoá mà cứ thoát ra,1,0,Messenger,clean
4950,4950,1 vài icon bị mất,3,0,Messenger,clean
4951,4951,kh nt đc .,1,1,Messenger,clean
4955,4955,ko đc tốt nha,3,2,Messenger,clean
4957,4957,bi đứng hình,1,0,Messenger,clean
4959,4959,kh thể tải được bị lỗi r,1,0,Messenger,clean
4960,4960,tôi không thê tải được,2,0,Messenger,clean
4961,4961,k tải lại đc,1,0,Messenger,clean
4964,4964,lỗi miết thôi í,1,2,Messenger,clean
4965,4965,k đăng nhập đc lsao .,1,0,Messenger,clean
4966,4966,lỗi đơ máy k,1,0,Messenger,clean
4967,4967,k chia sẻ đc vị trí,2,1,Messenger,clean
4968,4968,bị lỗi ko gọi đc,1,2,Messenger,clean
4969,4969,nhắn tin ko hiện thông báo,1,1,Messenger,clean
4970,4970,bị lỗi mãi,2,0,Messenger,clean
4972,4972,tải 30 phút chx xong,1,0,Messenger,clean
4973,4973,lổi gọi không được,1,1,Messenger,clean
4974,4974,bị lỗi ko đăng nhập được tài khoản,1,0,Messenger,clean
4976,4976,lỗi aicon,1,0,Messenger,clean
4977,4977,cập nhật ko được luôn,2,8,Messenger,clean
4980,4980,cập nhật cái xong lỗi không gửi được tin nhắn là ntn,1,104,Messenger,clean
4981,4981,k nhận được tin nhắn và cuộc gọi sử dụng chán vô cùng .,1,2,Messenger,clean
4985,4985,đợt này quá lỗi rồi,1,1,Messenger,clean
4988,4988,nó rất tốt cho tôi,5,2,Messenger,clean
4989,4989,thấy cũng ok nha nên thử,5,0,Messenger,clean
4990,4990,ok trả nghiệm tốt,5,2,Messenger,clean
4994,4994,hình ảnh tốt,5,1,Messenger,clean
4996,4996,mess lỗi nhiều gửi tnhan chậm gửi ảnh chậm set lại tnhan càn chậm chậm hơn ốc trời ơi nhà sản xuất khắc phục dùm cái đi,1,2,Messenger,clean
4997,4997,lỗi quài má,1,0,Messenger,clean
4998,4998,không thể xem được tin nhắn,2,0,Messenger,clean
4999,4999,messenger bị gì vậy không vào được hiển thị màn hình trắng không vậy,1,0,Messenger,clean
5004,5004,nt mọi nơi hay,5,0,Messenger,clean
5005,5005,mess hay lỗi mà còn gửi tn chậm nữa,2,2,Messenger,clean
5006,5006,dùng cx đi mà,5,0,Messenger,clean
5009,5009,tải nâu nặng máy chả đc cj,1,0,Messenger,clean
5010,5010,cài đặt qua nick khác chậm quá,4,0,Messenger,clean
5012,5012,úng dụng ko tốt .,2,7,Messenger,clean
5013,5013,mess lag suốt xoá mess,1,0,Messenger,clean
5018,5018,bị lỗi ko gửi đc tin nhắnổn .,4,2,Messenger,clean
5020,5020,bị lỗi kh đăng nhập được,1,1,Messenger,clean
5021,5021,hạn chế hơi nhiều,3,2,Messenger,clean
5023,5023,lỗi ko nhắn tin được,1,2,Messenger,clean
5024,5024,mess quá lag vs nhiều lỗi,1,0,Messenger,clean
5028,5028,mess lỗi rất nhieu,1,2,Messenger,clean
5031,5031,lỗi quãi ò,1,0,Messenger,clean
5032,5032,tải đé0 tải đc còn lỗi,1,0,Messenger,clean
5033,5033,tải thì tải ko đc,1,0,Messenger,clean
5034,5034,game đời thường cực lớn,5,0,Messenger,clean
5035,5035,bị lỗi sao đăng nhập khó khăn quá,4,9,Messenger,clean
5037,5037,nhiều lúc messenger bị đúng không lước được,4,1,Messenger,clean
5040,5040,messenger gì mà lỗi hiện không liên lạc được với người này qua messenger mặc dù là người đó vẫn đang nhắn tin bình thường cho mình ứng dụng quá tệ,1,0,Messenger,clean
5041,5041,duma lỗi hơn j,1,1,Messenger,clean
5042,5042,tôi dùng lâu lâu hơi lag,4,2,Messenger,clean
5044,5044,tải hoài ko đc,1,2,Messenger,clean
5045,5045,ko tải dc luôn,1,0,Messenger,clean
5046,5046,kh vô đc mess huhu,1,1,Messenger,clean
5048,5048,lỗi suốt thôi dùng tí cũng ko yên,1,0,Messenger,clean
5050,5050,tiện ích này phải được công nhận xứng đáng,5,1,Messenger,clean
5052,5052,không cả nhắn được cả khi không chặn,1,0,Messenger,clean
5054,5054,dùng messenger này mình thấy rất là ok,5,17,Messenger,clean
5055,5055,dùng cứ bị lỗi bực,1,0,Messenger,clean
5057,5057,không cài đặt ứng dụng được,1,0,Messenger,clean
5059,5059,không có chặn ai mà vẫn không nt được,1,1,Messenger,clean
5061,5061,ứng dụng được mà lúc tải về lâu quá hà,4,0,Messenger,clean
5062,5062,ko tải dk,5,0,Messenger,clean
5063,5063,không vào dc,1,0,Messenger,clean
5064,5064,sao không cài đặt được vậy trời,5,0,Messenger,clean
5065,5065,tự nhiên cái không đăng nhập được,1,134,Messenger,clean
5067,5067,hay nỗi xóa đi móe tải đc luôn,1,0,Messenger,clean
5068,5068,bị lỗi liên tục,2,2,Messenger,clean
5069,5069,bực thế tải hoài khong được,1,0,Messenger,clean
5070,5070,dùng tốt,5,0,Messenger,clean
5072,5072,khá tốt tôi thik nó,4,0,Messenger,clean
5073,5073,rất đáng sử dụng,5,1,Messenger,clean
5075,5075,lâu lâu nó bị khùng ko gọi dc,1,0,Messenger,clean
5076,5076,bị lỗi không gửi voice được,1,0,Messenger,clean
5079,5079,tải đách đc,1,0,Messenger,clean
5080,5080,sao cứ lỗi messenger hoài dậy khó chịu,2,0,Messenger,clean
5084,5084,sao không tải được hay vậy,1,0,Messenger,clean
5086,5086,cài đặt ko đượcứng dụng gì mà ko cài đặt được làm ra để làm gì .,1,0,Messenger,clean
5087,5087,lac ko vào đc,1,0,Messenger,clean
5088,5088,ứng dụng ko tải được,1,0,Messenger,clean
5090,5090,cai deo gi ma tai deo duoc cho de,1,2,Messenger,clean
5091,5091,tôi không cài đặt được,1,0,Messenger,clean
5092,5092,tải tin nhắn quá chậm,1,1,Messenger,clean
5093,5093,gửi ảnh hay video siêu mờ,2,2,Messenger,clean
5094,5094,lỗi nhiều vãi mạng căng đét kh gửi dc tin nhắn gửi nguyên ngày kh gửi đi,1,2,Messenger,clean
5098,5098,sao cấp này hay bị lỗi vậy ta,3,2,Messenger,clean
5099,5099,rât tôt,5,0,Messenger,clean
5100,5100,tôi tải mãi vẫn khong đc,1,0,Messenger,clean
5101,5101,lâu lâu bj lỗi,5,0,Messenger,clean
5105,5105,chuen san mesenger,5,0,Messenger,clean
5106,5106,ứng dụng lỗi quá lỗi luôn,1,0,Messenger,clean
5109,5109,có lúc gọi điện ko đc,1,2,Messenger,clean
5113,5113,hơi bị lang một,4,1,Messenger,clean
5114,5114,ứng dụng này rất tiện,5,0,Messenger,clean
5116,5116,không nt đc,1,1,Messenger,clean
5117,5117,ko tải về dùng được,1,0,Messenger,clean
5118,5118,có ích cho tiện lợi .,5,0,Messenger,clean
5121,5121,tại sao giờ tải toàn báo lỗi vậy,1,0,Messenger,clean
5123,5123,đăng nhập vào massage ko được lâu mà nản,1,0,Messenger,clean
5124,5124,lỗi không đăng nhập đc,1,0,Messenger,clean
5125,5125,messenger nó lỏ,1,1,Messenger,clean
5126,5126,tại sao tôi không cài đặt đc ứng dụng,1,0,Messenger,clean
5127,5127,mã hoá đầu cuối tính năng cái kiểu gì thế,1,0,Messenger,clean
5128,5128,kh tài đc,5,0,Messenger,clean
5129,5129,bn tôi nhắn tôi ko dc,1,2,Messenger,clean
5131,5131,ko tải được lỗi nặng khi nào tải được thì thay đánh giá,1,0,Messenger,clean
5132,5132,nhắn tin nhắn không qua rất tệ,1,2,Messenger,clean
5134,5134,nam oki,5,1,Messenger,clean
5136,5136,các bản chính được công nhận,2,2,Messenger,clean
5138,5138,mất luôn gọi video,1,2,Messenger,clean
5139,5139,bị lỗi miết lun phải xóa đi tải lại nhiều lần,1,3,Messenger,clean
5140,5140,mk nhắn dsc bên kia ko nhắn đc,1,2,Messenger,clean
5141,5141,lỗi nhiều kinh luon í,3,2,Messenger,clean
5142,5142,messenger nt bị lỗi quá,1,2,Messenger,clean
5143,5143,lỗi message hoài vậy,1,1,Messenger,clean
5144,5144,mess mà không gọi được,1,0,Messenger,clean
5145,5145,tải lâu vãi,1,2,Messenger,clean
5147,5147,lag không năhn đươc,1,2,Messenger,clean
5148,5148,ko gọi được mà còn văng,3,1,Messenger,clean
5149,5149,bị lỗi liên tục vô ko được chán cập nhật xong sick mất hết,1,0,Messenger,clean
5150,5150,mess tải về ko đc kì ta,5,0,Messenger,clean
5151,5151,lỗi khá nhiều đặt biệt sài 4g không gọi điện được,1,2,Messenger,clean
5152,5152,lỗi không tải được chịu nhà sản xuất,1,2,Messenger,clean
5154,5154,tải rồi mà ứng dụng cứ mất tiêu,1,0,Messenger,clean
5155,5155,ko tải đc lỗi,1,0,Messenger,clean
5158,5158,nó bị lỗi quá nhiều,2,2,Messenger,clean
5161,5161,không chia sẽ màn hình đc,3,2,Messenger,clean
5162,5162,lỗi quài ba,4,0,Messenger,clean
5164,5164,trang thấy hoạt động ko ổn định,5,2,Messenger,clean
5165,5165,tai mai khong duoc,1,0,Messenger,clean
5166,5166,ung dung rat hay,1,0,Messenger,clean
